overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,True,"12 17, 2013",A2RYQ6AYGUBCUX,B00CMQTVUA,Rizon538,I received my new Xbox one today. I was going through the set up when the system requested that I verify my e-mail address. Perfectly normal. They sent and I received the e-mail and clicked on the link. I was redirected to a blank page. After several attempts with the same results I tried Microsoft chat for support. They stated that the procedure only works with IE or Firefox browsers not GoogleChrome. I tried IE 10 and Gmail kept telling me that I needed to use a modern browser such as chrome. Then I downloaded and installed Firefox. When I when I clicked on the link in the e-mail I received via Gmail it also directed me to a blank page. As gmail is my only e-mail and I do not wish to carry outlook I am now stuck with this nice new black useless $500 box sitting below my TV.,gmail users need not apply,1387238400,10,,
1.0,True,"01 1, 2013",AHVPFL4439TMV,B0182KOSVQ,Psomaster,"After many attempts to get the correct driver installed i finaly had it setup right, only to find out that its a cheap knock off one that isn't the same as the microsoft one, they no longer make them and are hard to come by that isn't a knock off appearently. My controllers(plural) would not synch with this receiver and the device is defective on arrival, applying for a full refund of product. i would avoid further purchases of this as it is unlikely to work, spent hours on google and trying things to make it work but its just defect.

P.S. my computer knowledge is very good, i tried every driver variation that was out there from microsoft to no avial.

Computer setup: Windows 7, i7-2630 QM @ 2ghz
8 GB ram
500 GB HD",Defective on arrival,1356998400,9,,
1.0,True,"08 7, 2014",A2V3WPWLAJ9E8X,B00CLW3TZS,DeEwBoT,"I enjoyed this game on PS4 to some degree, but a few months ago I switched to PC & decided to buy it again thinking that I would have the same degree of fun.

Well, that degree of fun WOULD still be there, if it weren't for the fact that only 2k people are online at any given time on PC! The most people online I have seen since buying this on PC was just over 3k & that's when the latest DLC came out.  This is a DEAD GAME on PC!  Do NOT waste your money on it. Only 500-600 people playing core TDM! That's WORLD WIDE!

If you want to get this game, then I suggest buying it on either the PS4, or Xbox One, because that's where the players are.",DO NOT BUY ON PC!!!!,1407369600,,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
1.0,True,"04 28, 2015",A2CJ8K5I8TTP8M,B00J48MUS4,Matthew deals,"Ubisoft is a money grubbing whore, this game was so full of micro transactions it litterally distracts you from the game. The map is littered, and I mean littered with chest you can't open unless you download the companion app, and also sign up for some other pointless service.
The above reasons were enough for me to hate this game, but the actual game play and story itself is just boring. I have bought every AC game made, and was so excited for the first true next gen version. I found myself going weeks between playing sessions, and when I finally did play it, about 15 min in I'd quit because of bordom or mechanics frustration. I will never buy an AC game new again, ubisoft does not deserve my money anymore, I might buy one again someday cause I'm a sucker, but on Amazon or Ebay used.",AC Fan Boy No More,1430179200,,{'Format:': ' Video Game'},
1.0,False,"01 17, 2009",A1SYDZC56RH2SK,B00109KMQC,PS3 Fanatic,People compared this to Resistance 2. It's story is horrible. Graphics sucked. Had a good idea but was together by a bad developer. The guns weren't fun to play with either. This doesn't even compare to Resistance 2.,Game sucked,1232150400,2,{'Platform:': ' PlayStation 3'},
1.0,True,"11 5, 2014",AS2988SAM1WUX,B00MIP0I34,C. Herbert,"Ugh, this is an ugly game with very poor controls and mechanics. It is not Harvest Moon. If I wanted to spend hours and hours messing with blocks of land I would play Minecraft. I am so disappointed and will be returning this game.

I will carry on enjoying Fantasy Life until Story of Seasons comes out.",Minecraft Harvest,1415145600,16,,
1.0,False,"02 15, 2015",A17WZK6IV5OLM4,B00S8IGG4U,Allen,Way to ruin it for the people who want to legitimately want to purchase the system. I'd rather go without than pay this price for a $199 system!,Don't support scalping,1423958400,7,,
1.0,False,"02 3, 2005",A32JKNQ6BABMQ2,B00002STF6,abe,"mischief makers?what does make you think of?teenagers who get bored and break stuff?firecrackers?practical jokes?pranks?how about............none of the above.how about some crap that looks like it belongs on the original atari?no mischief,just a very poorly animated and quite bright super mario bros rip off.save your money a buy a box a paper clips.youll have more fun.",the picture on the box is better than the animation.,1107388800,,,
1.0,False,"12 22, 2013",A20DZX38KRBIT8,B00004SVR4,Deimos,"You play the same character and fight the same opponent (which is you with a red suit) for the whole game, the only thing that changes are the back grounds thats it.....and the controls if you can even call them that are possibly the worst in any game ever.  Half the time your facing away from your stock opponent kicking at air thats how bad the control is.....  I can't believe they sold this, this would never fly today and seeing the 59$ price tag for this puke is laughable.  AVOID!",How can anyone give this garbage a good rating?,1387670400,3,,
1.0,True,"02 3, 2015",A1YBGSD8HECOME,B00002STA1,Jose R. Hernandez,Didn't work,One Star,1422921600,,,
1.0,True,"10 22, 2015",AG1UJQEFD71J7,B00Z9HS7BI,Powie,"So disappointed in RB4.  I never got RB3. But my RB1 & 2 discs cannot have the music imported.  The graphics are not much better. So far the build quality of the guitar is okay.  No online. Seriously a check list of ""NO's"" No great customization like previous, no practice mode.",YAWN - Wait 6 months and see if they fix some of the issues.,1445472000,2,"{'Edition:': ' Guitar Bundle', 'Platform:': ' PlayStation 4'}",
1.0,True,"01 28, 2012",A1II27RI0VPWQH,B004NSVDCO,hayesmi1,"I almost made it to the end of this game, when it crashed and corrupted my save game.  Since it autosaves I would have to play the whole thing over.  The fact the game is addictive and fun to play just makes it that much more annoying when bugs like this happen, just like they did in AC2.  Ubisoft's customer service is also terrible, and they are rude about it too.  Avoid wasting your time and money.

I did figure out a workaround, which also works in the other AC series games.  You have the find the save games file, which differs by your OS.  Google it for specifics.  Then save duplicate copies of the file periodically.  A mild pain but better than losing your saves.  You have to do it ahead of time, though.",Buggy programing and bad customer service,1327708800,,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
1.0,False,"10 7, 2012",A1KXFTT29UKDYR,B00178630A,j wrock,"been a diablo player for years. paid for the collectors edition on release date for diablo 3. totally not worth it. this game isn't even a diablo experience. save your money and your time, find a better game!!",collectors edition?,1349568000,7,{'Format:': ' Computer Game'},
1.0,True,"06 29, 2010",A1AVANVFF4K9E0,B00149I2ME,RealHappens,I grew up plugging quarters into R-type video game. I probably should have done more research into THIS PSP game but once I got it I was dissapointed to say the least. The canned animations may look cool but the game play is about as sophisticated as games I have played on my first commodor 64. A hex grid turn by turn game played on a state of the art hand held console capable of 3D real time animation and interface????? REALLY? turn by turn hex game play!?!??! ARE YOU SERIOUS!? I have had better games like this on a 286CPU driven computer.  I deserve this for not checking into it further. Oh well.... 20 bucks plus shipping that I will never recover.,Commodor64 game on PSP3000,1277769600,4,,
1.0,True,"02 24, 2017",A1OKWV0U28VNV0,B000CBVC0Y,Pulp Francis,Didn't work,One Star,1487894400,,,
1.0,True,"07 5, 2013",A1Q671HPKJ50KD,B006HPLI7Q,MAJIORLEAGUE,"I ordered this headset even with the bad reviews but I should have listened! I got this headset and used it 2 days after I got it and 7 days after that...the light went out and I've been hearing a buzzing noise/sound while wearing it! Which now leads me to believe that the speaker part will more than likely be going out soon as well! It's ""NOT WORTH! KEEP YOUR MONEY!""",NOT WORTH IT! KEEP YOUR MONEY!,1372982400,,{'Color:': ' Green Lighting'},
